mol_id,log(IGC50-1),MWt,MolVol,VMcGowan,N_Atoms,N_Carbon,N_Ntrgen,N_Oxygen,N_Sulfur,N_Fluorn,N_Chlorn,N_Bromin,N_Iodine,N_Halogen,N_Bonds,N_FrRotB,F_SgleB,F_DbleB,F_TpleB,F_AromB,F_AFRBWF,N_Rings,N_AromR,N_AlipR,N_Pisyms,N_IsolLP,Herndon,X0,X1,X2,Kappa1,Kappa2,Kappa3,Wiener,T_RDmtr,Blbn_J,Blbn_MSD,SsCH3,SssCH2,SsssCH,SssssC,SdCH2,SdsCH,SdssC,SaaCH,SaasC,SaaaC,StCH,SddC,StsC,SsNH2,SssNH,SsssN,SdsN,SaaN,SddsN,StN,SsOH,SssO,SsO-,SdO,SddssS,SsSH,SssS,SdssS,SdS,SaaS,SsF,SsCl,SsBr,SsI,SHsOH,SHsNH2,SHssNH,SHsSH,SHCH_321,SHdCH2,SHdsCH,SHaaCH,SHtCH,AlHdrxl_-OH,ArHdrxl_-OH,Carbonyl_C=O,Ether___-O-,PriAmine_-NH2,PriAmAli_-NH2,PriAmAro_-NH2,SecAmine_>NH,TerAmine_>N-,ArNitrog_=N-,Nitrile_C#N,Thiol___-SH,Sulfide_-S-,Oxime___=N-O-,Hdrzine_>N-N<,Sulfoxde_>S=O,Nitro___-NO2,Sulfone_>S(=O)=O,Sulfite_-SO3<,Sulfate_-OSO3,AlCbxyl_-COOH,Ester___C(=O)OC,Amide___C(=O)N<,Thioamd_C(=S)N<,Isothcnt_-N=C=S,Carbmte_>NC(=O)O<,M_CX,M_NO,M_PRX,M_UB,M_HB,M_POL,M_RNG,M_NO2,M_NCS,H_AlAlco,H_AlAcid,H_Phenol,H_AlPyri,H_Nitrle,H_Nitro,H_MultiN,T_Rgrav,T_Rgeom,T_Radmax,T_Dipole,T_PSA,T_Grav3,IHB,PHB,HBD,HBA,HBDo,HBAo,HBDn,HBAn,HBDch,HBAch,HBDoch,HBAoch,HBDnch,HBAnch,ABSQ,ABSQon,MaxQ,MinQ,NPA_ABSQ,NPA_AQon,NPA_AQh,NPA_AQc,NPA_MaxQ,NPA_MinQ,NPA_Q1,NPA_Q2,NPA_Q3,NPA_Q4,NPA_Q5,NPA_Q6,EEM_AFon,EEM_AFc,EEM_AFpl,EEM_AFnp,EEM_MaxF,EEM_XFon,EEM_NFon,EEM_XFh,EEM_XFc,EEM_NFc,EEM_XFpl,EEM_NFpl,EEM_XFnp,EEM_NFnp,EEM_F1,EEM_F2,EEM_F3,EEM_F4,EEM_F5,EEM_F6,Pi_ABSQ,Pi_AQo,Pi_AQn,Pi_AQc,Pi_MaxQ,Pi_MinQ,Pi_Q1,Pi_Q2,Pi_Q3,Pi_Q4,Pi_Q5,Pi_Q6,Pi_AFPlc,Pi_AFMic,Pi_MaxFPl,Pi_MaxFMi,Pi_FPl1,Pi_FPl2,Pi_FPl3,Pi_FPl4,Pi_FPl5,Pi_FPl6,Pi_FMi1,Pi_FMi2,Pi_FMi3,Pi_FMi4,Pi_FMi5,Pi_FMi6,EqualChi,EqualEta,Elephity,N_Electr,PolarizG,PolarizM,N_IoAcAt,N_IoBaAt,FAnion,FCation,FUnion,FZwitter,QAvgNeg,QAvgPos,F_NLP,F_HBP
mol_169,0.38,169.22757,154,221.12,13,12,1,0,0,0,0,0,0,0,14,2,0.142857143,0,0,0.857142857,0.461538462,2,2,0,2,0,1.642758818,8.932875131,6.449489743,5.24377395,9.551020408,5.024221453,3,264,0.615384615,1.687214119,3.866357194,0,0.918333333,0,0,0,0,0,18.21514739,2.425833333,0,0,0,0,0,0,0,0,4.274019274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.829055556,0,0,10.62562585,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,6,0,0,1,0,0,0,0,0,1,0,0,0,2.630010474,2.626672474,3.975428802,0.635134049,12.89,13.28208677,0,0,0,1,0,0,0,1,0,-0.444848006,0,0,0,-0.444848006,1.495505224,0.261097408,8.38E-002,-0.261097408,5.07E+00,0.444848006,2.325166655,2.295002165,0.214835373,-0.45402925,4.33E-002,0.321991684,-6.69E-01,6.55E-002,0.161366249,-3.01E-02,4.23E-002,0.792841208,4.23E-02,0.792841208,7.66E-02,4.23E-002,4.23E-02,1.52E-02,7.66E-02,4.42E-02,4.23E-02,4.23E-02,7.66E-02,4.42E-02,5.54E-02,8.84E-02,8.51E-02,6.45E-02,5.91E-02,5.37E-02,3.71E-01,0.00E+00,0.159082882,0.212063791,7.23E-002,-0.159082882,-2.16E-02,1.18E-002,-1.06E-02,3.91E-03,-1.79E-03,8.37E-04,1.73E+00,2.00E+00,0.344941983,0.331790838,0.255915478,0.261096674,0.276270733,0.230418111,0.440241352,0.269581889,0.250845673,0.335071655,0.375292809,0.165572423,0.251316823,0.165907282,5.955288448,0.525801593,33.72513603,90,22.14158992,21.0482064,0,1,0,1.03E-002,0.989714783,0.00E+00,0,1.03E-002,7.61E-002,0.00E+00
mol_170,0.63,169.22757,154,221.12,13,12,1,0,0,0,0,0,0,0,14,2,0.142857143,0,0,0.857142857,0.461538462,2,2,0,2,0,1.642758818,8.932875131,6.449489743,5.24377395,9.551020408,5.024221453,3,264,0.615384615,1.687214119,3.866357194,0,0.989444444,0,0,0,0,0,18.20882874,2.648055556,0,0,0,0,0,0,0,0,3.987004598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7935,0,0,10.74564549,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,6,0,0,1,0,0,0,0,0,1,0,0,0,2.642194508,2.626672474,3.987882696,1.048449717,12.89,13.2839675,0,0,0,1,0,0,0,1,0,-0.434676149,0,0,0,-0.434676149,1.467325199,0.26482838,0.083770636,-0.26482838,4.854758417,0.434676149,2.320578174,2.099504094,0.214378913,-0.447328635,0.145280685,0.194948628,-0.787265354,0.215836635,5.27E-002,1.83E-002,4.03E-02,7.95E-01,4.03E-02,0.795161457,7.66E-02,4.03E-002,4.03E-02,1.52E-02,7.66E-02,4.36E-02,4.03E-02,4.03E-02,7.66E-02,4.36E-02,5.41E-02,8.87E-02,8.79E-02,6.76E-02,6.33E-02,5.52E-02,3.74E-01,0.00E+00,0.157319707,0.216517173,5.69E-002,-0.157319707,-1.95E-02,0.012526475,-1.04E-02,2.12E-003,-4.41E-03,2.23E-03,1.72E+00,2.00E+00,0.348994179,0.331812943,0.254915734,0.261792398,0.414243648,0.246772873,0.184308502,0.253227127,0.250769034,0.250841205,0.413472927,0.254159269,0.168347969,0.245776641,5.952985121,0.52533143,33.72921344,90,22.14911833,21.0482064,0,1,0,1.12E-002,0.988752148,0.00E+00,0,1.12E-002,7.61E-002,0.00E+00
mol_171,0.12,122.1679,126,171.29,9,8,0,1,0,0,0,0,0,0,9,0,0.333333333,0,0,0.666666667,0,1,1,0,1,0,0.821379409,6.853371151,4.198377303,3.872792013,7.111111111,2.722222222,1.704142012,84,0.555555556,2.346227174,2.560381916,4.003796296,0,0,0,0,0,0,5.363425926,2.695277778,0,0,0,0,0,0,0,0,0,0,0,8.9375,0,0,0,0,0,0,0,0,0,0,0,0,0,2.500305556,0,0,0,1.079833333,0,0,3.590986111,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,3,0,1,0,0,0,0,0,1,0,0,0,0,1.771251095,1.706921277,2.505262218,0.205894628,20.23,11.45910453,0,0,1,1,1,1,0,0,0.45027468,-0.643631891,0.45027468,-0.643631891,0,0,1.298156286,0.267918234,0.218183572,-0.267918234,5.357788844,0.643631891,2.331430961,2.382725992,0.45027468,-0.643631891,-0.348350655,0.880535455,-0.244689891,-0.907376547,0.531909302,-0.267863084,1.92E-002,0.706878161,1.92E-02,0.706878161,1.20E-01,1.92E-002,1.92E-002,1.09E-01,1.20E-01,5.68E-002,1.92E-002,1.92E-02,1.20E-01,5.68E-02,5.16E-002,9.85E-02,1.28E-01,9.02E-02,4.24E-002,2.09E-02,3.42E-01,1.33E-01,0,0.209887936,0.132606439,-6.69E-002,-9.17E-004,-8.41E-03,-1.09E-04,-4.59E-03,0.00E+00,0.00E+00,0.999659023,0.355719033,0.279464154,0.644280967,0.125319778,0.125377129,0.124638241,1.09E-006,0,0.00E+00,0.03387355,0.15470328,1.28E-002,7.46E-002,0.00E+00,0.00E+00,5.93242471,0.680604872,25.85469513,66,15.78919277,14.68298333,1,0,2.15E-003,0,9.98E-01,0,2.15E-003,0,2.22E-01,0.110872754
mol_172,0.74,150.22198,168,225.71,11,10,0,1,0,0,0,0,0,0,11,1,0.454545455,0,0,0.545454545,0.363636364,1,1,0,1,0,0.821379409,8.483127663,4.999018566,5.334726465,9.090909091,3.1640625,2.5,148,0.454545455,2.460717882,2.972602166,6.380277778,0,0,0.12375,0,0,0,7.393726852,1.509189815,0,0,0,0,0,0,0,0,0,0,0,9.176388889,0,0,0,0,0,0,0,0,0,0,0,0,0,2.511416667,0,0,0,1.447583333,0,0,4.782777778,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,3,0,1,0,0,0,0,0,1,0,0,0,0,2.065776117,2.004127971,2.859681133,0.437882982,20.23,12.28659731,0,0,1,1,1,1,0,0,0.440680982,-0.642782286,0.440680982,-0.642782286,0,0,1.516333047,0.267914645,0.218183574,-0.267914645,6.934878615,0.642782286,3.12020582,3.17189051,0.440680982,-0.642782286,-0.324243159,1.687369053,-1.760089603,-0.632697576,2.120865753,-2.363648279,0.015352431,0.70433544,0.015352431,0.70433544,9.66E-002,0.015352431,1.54E-02,8.76E-002,9.66E-002,9.93E-03,1.54E-02,1.54E-02,9.66E-002,9.93E-003,3.14E-02,8.84E-02,1.14E-01,9.38E-02,6.07E-002,4.46E-002,3.29E-01,1.35E-01,0,0.194000536,0.135028617,-5.77E-002,2.99E-004,-6.50E-03,-1.17E-03,-6.65E-03,0.00E+00,0.00E+00,0.999998799,0.34811844,0.251434073,0.65188156,0.12500098,0.125001171,0.124998879,1.27E-011,0,0.00E+00,3.13E-002,0.156321135,1.04E-02,7.34E-002,0.00E+00,0.00E+00,5.812855722,0.545777336,30.9551986,82,20.22923116,18.36848902,1,0,1.20E-003,0,9.99E-01,0,1.20E-003,0,1.82E-01,9.08E-002
mol_173,1.16,178.27606,210,280.13,13,12,0,1,0,0,0,0,0,0,13,1,0.538461538,0,0,0.461538462,0.307692308,1,1,0,1,0,0.821379409,10.22361464,5.820385771,6.385495353,11.07692308,3.63,2.479338843,224,0.384615385,2.720717851,3.141941258,10.33537037,0,0,1.47E-002,0,0.00E+00,0,4.062407407,3.646527778,0,0,0,0,0,0,0,0,0,0,0,9.857615741,0,0,0,0,0,0,0,0,0,0,0,0,0,2.541305556,0,0,0,2.672083333,0,0,2.415305556,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,3,0,1,0,0,0,0,0,1,0,0,0,0,2.200447953,2.134528758,3.039377415,0.440437668,20.23,12.93758094,0,0,1,1,1,1,0,0,0.443500056,-0.65106644,0.443500056,-0.65106644,0,0,1.605332805,0.26561026,0.218210951,-0.26561026,8.506858935,0.65106644,3.945153183,3.910639313,0.443500056,-0.65106644,-0.210400067,1.555033929,-2.215160296,1.521679439,0.974531819,-4.637948614,1.30E-002,0.708223706,1.30E-02,0.708223706,8.05E-02,1.30E-002,1.30E-02,7.29E-02,8.05E-02,8.20E-03,1.30E-02,1.30E-02,8.05E-02,8.20E-03,2.32E-02,7.65E-02,9.52E-02,8.41E-002,1.02E-01,6.03E-02,0.290558533,1.31E-01,0,0.159958308,0.130600224,-5.85E-002,2.60E-003,-7.92E-03,-2.82E-03,-3.27E-03,0.00E+00,0.00E+00,0.999535259,0.356667317,0.27040169,0.643332683,0.125193512,0.12545448,0.124764439,5.61E-007,0,0.00E+00,3.58E-002,0.154669171,1.28E-02,7.33E-002,0.00E+00,0.00E+00,5.836869023,0.454742141,37.45973476,98,24.62985675,22.05428673,1,0,2.76E-004,0,1.00E+00,0,2.76E-004,0,1.54E-01,7.69E-002
mol_174,0.47,136.19494,147,198.5,10,9,0,1,0,0,0,0,0,0,10,1,0.4,0,0,0.6,0.3,1,1,0,1,0,0.821379409,7.560477932,4.698377303,4.263968845,8.1,3.408284024,2.285714286,120,0.6,2.259902596,2.996294007,4.26266062,0,0.542222222,0,0,0,0,7.324074074,1.599259259,0,0,0,0,0,0,0,0,0,0,0,8.938450491,0,0,0,0,0,0,0,0,0,0,0,0,0,2.500468821,0,0,0,1.52300737,0,0,4.780611111,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,3,0,1,0,0,0,0,0,1,0,0,0,0,2.086550219,2.009975124,3.157376787,0.292634468,20.23,11.97359947,0,0,1,1,1,1,0,0,0.442076966,-0.643765734,0.442076966,-0.643765734,0,0,1.438970769,0.268004249,0.218183355,-0.268004249,6.077023292,0.643765734,2.72193108,2.711326477,0.442076966,-0.643765734,-2.48E-002,0.398401882,-1.57E-01,-0.55903464,-0.50871199,1.453058214,1.72E-002,0.701811792,1.72E-02,0.701811792,1.06E-01,1.72E-002,1.72E-002,9.75E-02,1.06E-01,4.30E-02,1.72E-002,1.72E-02,1.06E-01,4.30E-02,4.57E-002,9.11E-02,1.09E-01,9.43E-02,5.29E-002,1.83E-02,3.20E-01,1.34E-01,0,0.185779591,0.134294953,-5.78E-002,6.72E-004,-7.32E-03,-1.24E-03,-5.70E-03,0.00E+00,0.00E+00,1,0.350042842,0.25,0.649957158,0.125,0.125,0.125,0,0,0,3.20E-002,0.155912492,1.10E-02,7.35E-002,0.00E+00,0.00E+00,5.830381221,0.60784434,27.96221248,74,18.01826431,16.52568784,1,0,1.77E-003,0,9.98E-01,0,1.77E-003,0,2.00E-01,0.099822907
mol_175,0.61,136.19494,147,198.5,10,9,0,1,0,0,0,0,0,0,10,1,0.4,0,0,0.6,0.3,1,1,0,1,0,0.821379409,7.560477932,4.698377303,4.275874227,8.1,3.408284024,2.285714286,117,0.5,2.319847509,2.879043051,4.211851852,0,0.492685185,0,0,0,0,7.366666667,1.533518519,0,0,0,0,0,0,0,0,0,0,0,9.061944444,0,0,0,0,0,0,0,0,0,0,0,0,0,2.505861111,0,0,0,1.555361111,0,0,4.744222222,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,3,0,1,0,0,0,0,0,1,0,0,0,0,1.992193344,1.931320792,2.667717472,0.409506516,20.23,11.97359947,0,0,1,1,1,1,0,0,0.44198823,-0.642585364,0.44198823,-0.642585364,0,0,1.439299508,0.267917896,0.218183572,-0.267917896,6.100013337,0.642585364,2.720402936,2.737025037,0.44198823,-0.642585364,-6.21E-002,0.57925832,-6.26E-01,-0.458110704,1.101649013,-1.418396147,1.71E-002,0.701799799,1.71E-02,0.701799799,1.06E-01,1.71E-002,1.71E-002,9.75E-02,1.06E-01,4.29E-02,1.71E-002,1.71E-02,1.06E-01,4.29E-02,0.045694738,9.15E-02,0.109081118,8.95E-02,5.91E-002,3.89E-02,3.46E-01,1.35E-01,0,0.210973765,0.13501018,-6.09E-002,-8.03E-004,-6.02E-03,-6.39E-04,-7.07E-03,0.00E+00,0.00E+00,0.999955183,0.348498942,0.260845451,0.651501058,0.125034815,0.125041345,0.124960685,1.74E-008,0,0.00E+00,3.13E-002,0.156248999,1.04E-02,0.073592707,0.00E+00,0,5.829046637,0.607865319,27.94844816,74,18.01855908,16.52568784,1,0,1.49E-003,0,9.99E-01,0,1.49E-003,0,2.00E-01,9.99E-002
mol_176,0.12,122.1679,126,171.29,9,8,0,1,0,0,0,0,0,0,9,0,0.333333333,0,0,0.666666667,0,1,1,0,1,0,0.821379409,6.853371151,4.215214055,3.744588185,7.111111111,2.722222222,1.469387755,82,0.444444444,2.413324848,2.472066162,3.888611111,0,0,0,0,0,0,5.52287037,2.488425926,0,0,0,0,0,0,0,0,0,0,0,9.100092593,0,0,0,0,0,0,0,0,0,0,0,0,0,2.50725,0,0,0,1.1215,0,0,3.491430556,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,3,0,1,0,0,0,0,0,1,0,0,0,0,1.699597059,1.648044108,2.216589134,0.220812688,20.23,11.46168307,0,0,1,1,1,1,0,0,0.451029143,-0.645609295,0.451029143,-0.645609295,0,0,1.298446837,0.266861836,0.218197013,-0.266861836,5.351735385,0.645609295,2.338970545,2.367155544,0.451029143,-0.645609295,-0.187570309,0.214746432,0.747162539,-1.1521796,-0.335849821,0.643289128,1.94E-002,0.706918087,1.94E-02,0.706918087,1.20E-01,1.94E-002,1.94E-002,1.09E-01,1.20E-01,5.70E-002,1.94E-002,1.94E-02,1.20E-01,5.70E-02,5.21E-002,9.82E-02,1.23E-01,1.02E-01,5.23E-002,9.99E-003,3.36E-01,1.33E-01,0,0.202738964,0.132836832,-6.37E-002,-5.73E-004,-5.08E-03,-4.21E-04,-7.69E-03,0.00E+00,0.00E+00,0.999998684,0.35137398,0.266148358,0.64862602,0.12522475,0.124986427,0.124774891,1.35E-009,0,0.00E+00,3.33E-002,0.155892349,1.07E-02,7.34E-002,0.00E+00,0.00E+00,5.936094827,0.680621035,25.88608048,66,15.78880105,14.68298333,1,0,1.76E-003,0,9.98E-01,0,1.76E-003,0,2.22E-01,0.110915562
mol_177,0.61,136.19494,147,198.5,10,9,0,1,0,0,0,0,0,0,10,1,0.4,0,0,0.6,0.3,1,1,0,1,0,0.821379409,7.560477932,4.715214055,4.169612481,8.1,3.408284024,1.991111111,114,0.5,2.39604491,2.780887149,4.129074074,0,0.403888889,0,0,0,0,7.436111111,1.416666667,0,0,0,0,0,0,0,0,0,0,0,9.280925926,0,0,0,0,0,0,0,0,0,0,0,0,0,2.51525,0,0,0,1.611694444,0,0,4.667166667,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,3,0,1,0,0,0,0,0,1,0,0,0,0,1.912216134,1.865475811,2.516765509,0.36671358,20.23,11.97596124,0,0,1,1,1,1,0,0,0.442662743,-0.645272742,0.442662743,-0.645272742,0,0,1.43993911,0.266770253,0.218197259,-0.266770253,6.055697614,0.645272742,2.727212218,2.683212653,0.442662743,-0.645272742,0.119970228,2.73E-002,-0.406000568,1.11E+00,-1.889766109,0.702615743,0.017253877,0.70182812,0.017253877,0.70182812,0.105505648,0.017253877,0.017253877,9.75E-002,0.105505648,4.30E-02,0.017253877,1.73E-02,0.105505648,4.30E-002,4.60E-002,9.15E-02,1.05E-01,9.56E-02,7.93E-002,2.59E-02,3.18E-01,1.34E-01,0,0.184062304,0.134363438,-5.81E-002,7.82E-004,-6.30E-03,-1.33E-03,-6.66E-03,0.00E+00,0.00E+00,0.999951014,0.348864209,0.256733035,0.651135791,0.125017152,0.125046326,0.124977853,6.47E-009,0,0.00E+00,3.19E-002,0.156250742,1.04E-02,7.32E-002,0.00E+00,0.00E+00,5.831704737,0.607884034,27.97308223,74,18.01805159,16.52568784,1,0,7.90E-004,0,9.99E-01,0,7.90E-004,0,2.00E-01,9.99E-002
mol_178,-0.52,265.40119,315,411.38,19,15,3,1,0,0,0,0,0,0,19,6,0.684210526,0,0,0.315789474,0.184210526,1,1,0,1,3,0.821379409,14.57698579,8.790601456,8.605353323,17.05263158,7.695266272,5.87755102,710,0.421052632,2.685425008,4.636493937,12.18938776,2.404958428,0,0,0,0,0,4.211296296,3.684079743,0,0,0,0,0,0,6.298737717,0,0,0,0,10.37820673,0,0,0,0,0,0,0,0,0,0,0,0,0,2.616063492,0,0,0,6.032403817,0,0,2.655354308,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,0,3,1,1,0,0,0,0,0,1,0,0,0,0,3.281232766,3.191053977,4.713087458,0.277042029,29.95,15.14918843,1,2,1,4,1,1,0,3,0.46525546,-2.350673712,0.46525546,-0.645161474,0,-1.705512239,2.986801034,1.180524544,0.218212927,-0.305297843,12.16731087,2.350673712,5.776070398,4.040566759,0.46525546,-0.645161474,1.632141905,-1.50520192,-2.74083177,2.284161735,0.631368344,-0.339250701,9.29E-002,0.641077078,9.29E-02,0.641077078,5.31E-02,2.80E-002,8.90E-03,4.96E-02,5.31E-02,2.65E-02,2.80E-02,8.90E-03,5.31E-02,2.65E-02,2.24E-02,5.06E-02,5.56E-02,6.29E-02,5.90E-02,6.87E-02,3.03E-01,1.32E-01,0,0.17078215,0.132408168,-4.80E-002,2.07E-003,-6.81E-03,-2.08E-03,-5.29E-03,0.00E+00,0.00E+00,1,0.352239997,0.252916288,0.647760003,0.124982991,0.125017009,0.124982991,0,0,0,3.38E-002,0.155643144,1.12E-02,7.32E-002,0.00E+00,0.00E+00,6.109022673,0.309534218,60.28438182,146,34.83921866,31.78871148,1,3,3.03E-006,0.97652837,2.35E-02,1.30E-002,0.00E+00,1.48E+00,0.13238954,0.130768355
mol_179,-0.37,111.11952,94.5,122.75,8,6,1,0,0,1,0,0,0,1,8,0,0.25,0,0,0.75,0,1,1,0,1,0,0.821379409,5.983127663,3.804530453,3.239024819,6.125,2.52,1.487603306,60,0.5,2.279400271,2.32992949,0,0,0,0,0,0,0,6.147592593,-0.152777778,0,0,0,0,5.144814815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.1937037,0,0,0,0,1.593,0,0,0,0,0,4.875166667,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,1.592962063,1.541103501,1.998466765,0.319263803,26.02,11.14985821,0,0,1,1,0,0,1,1,0.781675153,-0.802384852,0,0,0.781675153,-0.802384852,1.188052403,0.115844746,0.124325272,-0.142046832,4.161877095,0.802384852,1.641836665,1.428438098,0.390837576,-0.802384852,-0.105600306,-0.168053886,0.607966307,-0.551207456,-5.02E-002,0.169221044,1.02E-01,0.597460107,0.103401777,0.597460107,0.120091769,0.102417592,0.102417592,0.104193593,0.120091769,6.41E-002,0.102417592,9.84E-04,0.120091769,6.41E-02,6.53E-002,1.14E-01,1.20E-01,7.30E-002,3.35E-002,4.74E-03,4.79E-01,0.00E+00,0.168488739,0.246846522,0.168488739,-0.07538109,3.70E-003,-1.09E-002,-3.99E-03,-1.16E-02,0.00E+00,0.00E+00,0.977909943,0.302779302,0.283596842,0.451868082,0.125103102,0.12796241,0.124880775,3.72E-003,0,0.00E+00,5.26E-002,9.91E-002,1.65E-01,4.11E-02,0,0.00E+00,6.080278499,0.791657253,23.34961656,58,12.05174493,11.5442651,0,1,0,1.84E-005,0.999981638,0.00E+00,0,1.84E-005,0.124997705,2.50E-01
mol_180,-0.76,132.16596,119,163.66,10,8,2,0,0,0,0,0,0,0,10,2,0.3,0,0.1,0.6,0.25,1,1,0,3,0,0.821379409,7.397341225,4.825698503,3.914572792,8.1,4,2.650887574,127,0.7,2.132172251,3.214550254,0,0.458611111,0,0,0,0,0,7.315925926,1.74850907,0,0,0,2.062628496,5.4399178,0,0,0,0,0,8.30774093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52534127,0,0,0.814527778,0,0,4.831166667,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,4,0,1,0,0,0,0,0,0,0,1,0,0,2.201655625,2.156385865,3.711529214,0.620414066,49.81,11.84554727,0,0,1,2,0,0,1,2,0.775026182,-1.068103016,0,0,0.775026182,-1.068103016,1.470222059,0.329182995,0.124239472,-0.198342517,5.051320512,1.068103016,2.041215735,1.942001762,0.387513091,-0.793668829,-0.361439857,0.949774979,-0.697578188,-0.707478107,1.266802793,-1.097003109,0.123960517,0.613857227,0.123960517,0.613857227,0.116698307,7.84E-002,4.56E-002,7.95E-02,1.17E-01,4.91E-02,7.84E-002,4.56E-02,1.17E-01,4.91E-02,5.07E-002,8.56E-02,1.09E-01,8.74E-02,4.14E-002,2.72E-02,6.98E-01,0.00E+00,0.32429188,0.373906661,0.171868558,-0.152423323,-2.14E-002,-2.01E-002,3.11E-03,-2.78E-02,2.55E-02,2.24E-02,2.08E+00,1.28E+00,1.076211661,1.076211661,1.119191783,0.125,0.663105831,1,0.461894169,0,1.017382708,0.275747125,0.139875531,0.27411538,0.246684418,0.622186678,6.047189503,0.604300858,30.25686658,70,16.16194204,15.49309463,0,1,0,3.42E-004,0.99965809,0.00E+00,0,3.42E-004,0.199965809,2.00E-01
mol_181,0.16,129.16239,119,156.91,10,9,1,0,0,0,0,0,0,0,10,0,0.2,0.1,0.1,0.6,0,1,1,0,2,0,0.821379409,7.234204519,4.931851653,3.64626437,8.1,4.760330579,3.111111111,133,0.7,2.017237222,3.376388603,0,0,0,0,0,3.24537037,0,9.735604686,1.059305556,0,0,0,1.935620748,0,0,0,0,0,0,8.190765306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.527611111,5.788195862,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,5,0,0,0,0,0,0,0,0,0,1,0,0,2.285453459,2.264950331,3.860577656,0.771581358,23.79,11.79563709,0,0,0,1,0,0,0,1,0,-0.295476159,0,0,0,-0.295476159,1.133058405,0.235730301,0.091790273,-0.235730301,3.396990589,0.295476159,1.493537042,1.607977388,0.213988563,-0.295476159,8.23E-002,-0.12069712,7.95E-03,-0.245712398,1.71E-01,8.08E-002,5.14E-002,8.11E-01,5.14E-02,0.811201528,1.33E-01,5.14E-002,5.14E-002,1.98E-02,1.33E-01,5.91E-02,5.14E-002,5.14E-02,1.33E-01,5.91E-02,7.29E-002,1.03E-01,9.48E-02,7.50E-002,5.80E-02,3.26E-02,4.08E-01,0.00E+00,0.16852547,0.239948457,0.121166878,-0.16852547,-2.61E-002,0.013275853,-1.04E-02,3.65E-003,-3.70E-03,1.14E-03,1.42E+00,1.35E+00,0.578191223,0.647390973,0.494911471,0.287914263,0.225946883,0.22118732,0.172390956,0.119191821,0.466628634,0.261305736,0.211980878,0.228016295,0.188164843,0.132288426,5.924525211,0.682680181,25.70749815,68,16.27164622,15.72870024,0,0,0,0,1,0,0,0,0.1,0
